ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,Contract_Market_Name,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,Open_Interest_Old,Open_Interest_Other,Change_in_Open_Interest_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Prod_Merc_Long_Other,Contract_Units,CFTC_SubGroup_Code,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME
190402080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04-02-19 0:00,2019 Report Week 13,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"911,127","299,026","425,946","183,206","31,314","48,827","12,930","827,225","840,252","911,127",0,"-15,077","-19,234","-14,859",100,32.8,46.7,90.8,92.2,100,32.8,46.7,100,0,0,72,61,211,186,72,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190326080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/26/2019 12:00:00 AM,2019 Report Week 12,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"926,204","313,443","424,369","181,237","26,945","51,558","11,287","846,459","855,111","926,204",0,"5,644","12,738","12,218",100,33.8,45.8,91.4,92.3,100,33.8,45.8,100,0,0,72,59,207,187,72,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190319080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/19/2019 12:00:00 AM,2019 Report Week 11,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"920,560","301,226","416,657","186,806","25,080","56,912","11,917","833,721","842,893","920,560",0,"39,480","35,127","37,768",100,32.7,45.3,90.6,91.6,100,32.7,45.3,100,0,0,66,58,207,184,66,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190312080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03-12-19 0:00,2019 Report Week 10,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"881,080","271,694","386,435","196,699","22,502","64,012","12,808","798,594","805,125","881,080",0,"55,715","53,794","41,585",100,30.8,43.9,90.6,91.4,100,30.8,43.9,100,0,0,69,60,211,187,69,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190305080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03-05-19 0:00,2019 Report Week 09,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"825,365","232,027","400,025","194,793","23,023","58,811","10,984","744,800","763,540","825,365",0,"-14,237","-5,930","-10,373",100,28.1,48.5,90.2,92.5,100,28.1,48.5,100,0,0,69,59,204,178,69,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190226080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02/26/2019 12:00:00 AM,2019 Report Week 08,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"839,602","240,367","441,372","196,984","25,030","53,440","16,319","750,730","773,913","839,602",0,"-31,454","-31,953","-32,954",100,28.6,52.6,89.4,92.2,100,28.6,52.6,100,0,0,71,63,210,185,71,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190219080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02/19/2019 12:00:00 AM,2019 Report Week 07,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"871,056","267,628","459,495","198,703","27,358","55,877","18,475","782,683","806,867","871,056",0,"-33,545","-34,859","-28,751",100,30.7,52.8,89.9,92.6,100,30.7,52.8,100,0,0,72,68,210,187,72,68,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190212080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-12-19 0:00,2019 Report Week 06,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"904,601","301,720","473,264","187,837","28,232","50,620","17,471","817,542","835,618","904,601",0,"-33,168","-34,951","-37,441",100,33.4,52.3,90.4,92.4,100,33.4,52.3,100,0,0,76,60,218,187,76,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190205080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-05-19 0:00,2019 Report Week 05,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"937,769","315,288","484,839","189,739","31,459","48,449","18,339","852,493","873,059","937,769",0,"24,744","23,110","25,533",100,33.6,51.7,90.9,93.1,100,33.6,51.7,100,0,0,73,60,208,185,73,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190129080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/29/2019 12:00:00 AM,2019 Report Week 04,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"913,025","307,153","475,435","189,965","32,276","50,313","18,613","829,383","847,526","913,025",0,"7,242","10,092","8,547",100,33.6,52.1,90.8,92.8,100,33.6,52.1,100,0,0,66,60,201,187,66,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190122080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/22/2019 12:00:00 AM,2019 Report Week 03,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"905,783","293,784","467,583","184,601","33,350","50,473","18,060","819,291","838,979","905,783",0,"15,584","15,189","14,086",100,32.4,51.6,90.5,92.6,100,32.4,51.6,100,0,0,66,62,200,184,66,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190115080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/15/2019 12:00:00 AM,2019 Report Week 02,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"890,199","280,980","446,718","182,752","32,967","55,340","17,466","804,102","824,893","890,199",0,"-11,015","-13,998","-10,300",100,31.6,50.2,90.3,92.7,100,31.6,50.2,100,0,0,66,61,201,184,66,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
190108080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01-08-19 0:00,2019 Report Week 01,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"901,214","292,598","427,503","185,227","34,240","52,751","17,364","818,100","835,193","901,214",0,"21,865","15,080","21,087",100,32.5,47.4,90.8,92.7,100,32.5,47.4,100,0,0,65,60,193,183,65,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181231080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/31/2018 12:00:00 AM,2018 Report Week 53,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"879,349","288,973","431,087","186,106","34,717","52,138","18,101","803,020","814,106","879,349",0,"10,813","14,715","10,534",100,32.9,49,91.3,92.6,100,32.9,49,100,0,0,66,61,193,189,66,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181224080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/24/2018 12:00:00 AM,2018 Report Week 52,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"868,536","271,813","433,552","186,502","36,893","49,405","17,254","788,305","803,572","868,536",0,"15,227","7,605","6,816",100,31.3,49.9,90.8,92.5,100,31.3,49.9,100,0,0,64,61,195,179,64,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181218080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/18/2018 12:00:00 AM,2018 Report Week 51,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"853,309","263,408","429,093","187,218","38,151","48,813","19,069","780,700","796,756","853,309",0,"36,388","35,759","29,510",100,30.9,50.3,91.5,93.4,100,30.9,50.3,100,0,0,64,60,197,186,64,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181211080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-11-18 0:00,2018 Report Week 50,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"816,921","238,722","438,005","190,023","37,800","45,161","21,260","744,941","767,246","816,921",0,"-1,129","-4,677","1,378",100,29.2,53.6,91.2,93.9,100,29.2,53.6,100,0,0,69,64,203,185,69,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181204080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-04-18 0:00,2018 Report Week 49,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"818,050","234,613","429,902","193,772","37,402","47,777","23,613","749,618","765,868","818,050",0,"5,574","4,472","4,058",100,28.7,52.6,91.6,93.6,100,28.7,52.6,100,0,0,67,66,206,193,67,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181127080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/27/2018 12:00:00 AM,2018 Report Week 48,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"812,476","228,724","427,153","194,762","34,874","44,045","27,542","745,146","761,810","812,476",0,"15,912","14,520","11,492",100,28.2,52.6,91.7,93.8,100,28.2,52.6,100,0,0,63,66,200,195,63,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181120080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/20/2018 12:00:00 AM,2018 Report Week 47,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"796,564","221,371","429,894","195,021","36,175","40,966","26,966","730,626","750,318","796,564",0,"6,836","10,810","8,178",100,27.8,54,91.7,94.2,100,27.8,54,100,0,0,61,66,203,194,61,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181113080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/13/2018 12:00:00 AM,2018 Report Week 46,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"789,728","210,235","432,188","197,229","38,451","34,860","33,615","719,816","742,140","789,728",0,"16,672","22,068","15,292",100,26.6,54.7,91.1,94,100,26.6,54.7,100,0,0,62,65,199,196,62,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181106080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11-06-18 0:00,2018 Report Week 45,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"773,056","183,598","433,809","196,121","35,851","35,680","47,266","697,748","726,848","773,056",0,"-28,763","-25,572","-24,682",100,23.7,56.1,90.3,94,100,23.7,56.1,100,0,0,58,65,196,189,58,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181030080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/30/2018 12:00:00 AM,2018 Report Week 44,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"801,819","177,483","428,193","201,203","40,027","31,313","56,850","723,320","751,530","801,819",0,"23,286","23,981","30,194",100,22.1,53.4,90.2,93.7,100,22.1,53.4,100,0,0,60,61,203,192,60,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181023080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/23/2018 12:00:00 AM,2018 Report Week 43,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"778,533","171,913","405,198","200,621","38,134","34,586","55,432","699,339","721,336","778,533",0,"33,741","26,223","35,009",100,22.1,52,89.8,92.7,100,22.1,52,100,0,0,61,61,188,183,61,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181016080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/16/2018 12:00:00 AM,2018 Report Week 42,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"744,792","169,230","359,243","196,363","31,121","34,720","39,530","673,116","686,327","744,792",0,"-3,688","-6,749","-3,355",100,22.7,48.2,90.4,92.2,100,22.7,48.2,100,0,0,58,60,179,185,58,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181009080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10-09-18 0:00,2018 Report Week 41,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"748,480","172,783","330,591","201,020","18,707","37,469","34,396","679,865","689,682","748,480",0,"-63,888","-58,703","-60,951",100,23.1,44.2,90.8,92.1,100,23.1,44.2,100,0,0,61,61,185,183,61,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
181002080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10-02-18 0:00,2018 Report Week 40,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"812,368","192,005","312,766","197,554","8,974","46,330","23,775","738,568","750,633","812,368",0,"-5,333","-2,074","-4,032",100,23.6,38.5,90.9,92.4,100,23.6,38.5,100,0,0,64,55,191,175,64,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180925080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/25/2018 12:00:00 AM,2018 Report Week 39,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"817,701","190,991","320,925","195,033","10,567","49,193","28,033","740,642","754,665","817,701",0,"5,980","4,221","7,919",100,23.4,39.2,90.6,92.3,100,23.4,39.2,100,0,0,61,54,189,174,61,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180918080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/18/2018 12:00:00 AM,2018 Report Week 38,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"811,721","203,308","345,449","198,106","18,062","37,140","26,245","736,421","746,746","811,721",0,"-95,478","-93,105","-93,988",100,25,42.6,90.7,92,100,25,42.6,100,0,0,67,59,191,175,67,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180911080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-11-18 0:00,2018 Report Week 37,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"907,199","254,997","340,483","203,171","25,617","49,143","23,396","829,526","840,734","907,199",0,"-103,429","-101,690","-95,844",100,28.1,37.5,91.4,92.7,100,28.1,37.5,100,0,0,72,56,206,187,72,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180904080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-04-18 0:00,2018 Report Week 36,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,010,628","286,139","348,484","198,782","25,444","68,729","23,151","931,216","936,578","1,010,628",0,"-39,334","-31,847","-40,416",100,28.3,34.5,92.1,92.7,100,28.3,34.5,100,0,0,72,56,221,196,72,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180828080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/28/2018 12:00:00 AM,2018 Report Week 35,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,049,962","283,447","355,727","196,041","24,889","68,715","23,120","963,063","976,994","1,049,962",0,"-6,690","-14,742","-6,528",100,27,33.9,91.7,93.1,100,27,33.9,100,0,0,72,58,218,200,72,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180821080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/21/2018 12:00:00 AM,2018 Report Week 34,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,056,652","283,827","355,619","192,124","23,587","78,751","26,247","977,805","983,522","1,056,652",0,"22,556","19,343","21,695",100,26.9,33.7,92.5,93.1,100,26.9,33.7,100,0,0,72,59,221,202,72,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180814080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/14/2018 12:00:00 AM,2018 Report Week 33,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,034,096","266,902","357,064","192,692","27,271","88,446","27,048","958,462","961,827","1,034,096",0,"-1,543",-124,-546,100,25.8,34.5,92.7,93,100,25.8,34.5,100,0,0,70,60,212,195,70,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180807080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08-07-18 0:00,2018 Report Week 32,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,035,639","269,606","373,455","195,339","28,004","81,786","25,130","958,586","962,373","1,035,639",0,"5,448","8,691","8,052",100,26,36.1,92.6,92.9,100,26,36.1,100,0,0,68,62,207,190,68,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180731080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/31/2018 12:00:00 AM,2018 Report Week 31,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,030,191","265,429","374,821","201,598","28,306","83,872","28,389","949,895","954,321","1,030,191",0,"53,264","51,138","46,103",100,25.8,36.4,92.2,92.6,100,25.8,36.4,100,0,0,66,62,196,194,66,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180724080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/24/2018 12:00:00 AM,2018 Report Week 30,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"976,927","232,903","373,678","199,597","30,748","73,955","28,819","898,757","908,218","976,927",0,"4,367","1,844","3,611",100,23.8,38.3,92,93,100,23.8,38.3,100,0,0,64,61,192,185,64,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180717080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/17/2018 12:00:00 AM,2018 Report Week 29,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"972,560","236,191","382,224","197,483","31,431","88,392","29,297","896,913","904,607","972,560",0,"10,359","9,666","8,387",100,24.3,39.3,92.2,93,100,24.3,39.3,100,0,0,62,64,190,192,62,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180710080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07-10-18 0:00,2018 Report Week 28,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"962,201","224,390","388,803","200,328","36,915","91,818","30,607","887,247","896,220","962,201",0,"15,796","14,833","12,443",100,23.3,40.4,92.2,93.1,100,23.3,40.4,100,0,0,59,67,194,200,59,67,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180703080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07-03-18 0:00,2018 Report Week 27,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"946,405","215,868","394,117","201,508","35,438","89,109","31,095","872,414","883,777","946,405",0,"-18,668","-13,604","-25,372",100,22.8,41.6,92.2,93.4,100,22.8,41.6,100,0,0,57,64,192,201,57,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180626080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06/26/2018 12:00:00 AM,2018 Report Week 26,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"965,073","218,424","448,153","208,126","33,241","74,687","29,875","886,018","909,149","965,073",0,"2,041","-2,350","6,908",100,22.6,46.4,91.8,94.2,100,22.6,46.4,100,0,0,61,66,201,197,61,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180619080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06/19/2018 12:00:00 AM,2018 Report Week 25,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"963,032","237,065","441,038","210,087","33,926","74,977","35,782","888,368","902,241","963,032",0,"-23,033","-18,806","-22,283",100,24.6,45.8,92.2,93.7,100,24.6,45.8,100,0,0,67,64,208,200,67,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180612080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06-12-18 0:00,2018 Report Week 24,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"986,065","245,589","456,038","208,788","38,898","79,797","33,108","907,174","924,524","986,065",0,"-11,621","-12,926","-9,309",100,24.9,46.2,92,93.8,100,24.9,46.2,100,0,0,65,69,211,205,65,69,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180605080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06-05-18 0:00,2018 Report Week 23,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"997,686","258,342","466,003","207,183","39,469","81,779","34,061","920,100","933,833","997,686",0,"-9,287","-8,754","-6,705",100,25.9,46.7,92.2,93.6,100,25.9,46.7,100,0,0,61,67,213,212,61,67,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180529080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/29/2018 12:00:00 AM,2018 Report Week 22,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,006,973","266,568","448,631","220,534","38,937","88,652","35,743","928,854","940,538","1,006,973",0,"-25,730","-20,315","-19,091",100,26.5,44.6,92.2,93.4,100,26.5,44.6,100,0,0,65,64,219,211,65,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180522080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/22/2018 12:00:00 AM,2018 Report Week 21,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,032,703","260,268","415,527","221,799","31,346","97,240","32,297","949,169","959,629","1,032,703",0,"3,987","1,652","7,506",100,25.2,40.2,91.9,92.9,100,25.2,40.2,100,0,0,62,61,216,210,62,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180515080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/15/2018 12:00:00 AM,2018 Report Week 20,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,028,716","261,989","377,307","221,846","22,823","92,037","36,872","947,517","952,123","1,028,716",0,"28,649","26,407","30,406",100,25.5,36.7,92.1,92.6,100,25.5,36.7,100,0,0,62,62,212,218,62,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180508080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05-08-18 0:00,2018 Report Week 19,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,000,067","253,178","358,691","223,513","23,002","89,176","34,769","921,110","921,717","1,000,067",0,"22,520","18,699","22,041",100,25.3,35.9,92.1,92.2,100,25.3,35.9,100,0,0,63,60,210,214,63,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180501080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05-01-18 0:00,2018 Report Week 18,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"977,547","241,081","342,815","229,002","21,642","88,864","31,733","902,411","899,676","977,547",0,"-32,695","-23,215","-27,435",100,24.7,35.1,92.3,92,100,24.7,35.1,100,0,0,62,57,202,204,62,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180424080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/24/2018 12:00:00 AM,2018 Report Week 17,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,010,242","282,801","377,672","227,950","20,328","85,947","33,486","925,626","927,111","1,010,242",0,"-11,334","-14,731","-11,046",100,28,37.4,91.6,91.8,100,28,37.4,100,0,0,61,62,206,211,61,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180417080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/17/2018 12:00:00 AM,2018 Report Week 16,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,021,576","298,735","395,090","231,972","19,381","82,190","34,649","940,357","938,157","1,021,576",0,"22,036","21,339","24,710",100,29.2,38.7,92,91.8,100,29.2,38.7,100,0,0,64,64,212,208,64,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180410080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04-10-18 0:00,2018 Report Week 15,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"999,540","284,906","370,380","227,835","20,938","79,060","24,942","919,018","913,447","999,540",0,"9,489","6,775","8,374",100,28.5,37.1,91.9,91.4,100,28.5,37.1,100,0,0,60,62,212,212,60,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
180403080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04-03-18 0:00,2018 Report Week 14,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"990,051","289,127","363,693","221,257","20,466","70,853","27,808","912,243","905,073","990,051",0,"15,273","14,804","10,716",100,29.2,36.7,92.1,91.4,100,29.2,36.7,100,0,0,65,61,209,209,65,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
